pop,prop,class,label
82,P105,Q23038290,RAG
28,P105,Q16521,RAG
37,P105,Q16521,RAG
143,P105,Q16521,RAG
41,P105,Q16521,RAG
84,P105,Q16521,RAG
567,P105,Q16521,RAG
66,P105,Q16521,RAG
42,P105,Q16521,RAG
22,P105,Q16521,RAG
32,P105,Q16521,RAG
43,P105,Q16521,RAG
35,P105,Q16521,RAG
37,P105,Q16521,RAG
41,P105,Q16521,RAG
21,P105,Q16521,RAG
65,P105,Q16521,RAG
1331,P105,Q16521,RAG
38,P105,Q16521,RAG
355,P105,Q16521,RAG
114,P105,Q23038290,RAG
67,P105,Q16521,RAG
47,P105,Q310890,RAG
35,P105,Q16521,RAG
43,P105,Q16521,RAG
81,P105,Q16521,RAG
23,P105,Q16521,RAG
31,P105,Q16521,RAG
31,P105,Q16521,RAG
22,P105,Q16521,RAG
129,P105,Q16521,RAG
20,P105,Q16521,RAG
387,P105,Q23038290,RAG
34,P105,Q16521,RAG
25,P105,Q16521,RAG
28,P105,Q16521,RAG
132,P105,Q16521,RAG
47,P105,Q16521,RAG
232,P105,Q16521,RAG
35,P105,Q16521,RAG
67,P105,Q16521,RAG
26,P105,Q16521,RAG
39,P105,Q16521,RAG
30,P105,Q16521,RAG
26,P105,Q16521,RAG
230,P105,Q16521,RAG
535,P105,Q16521,RAG
33,P105,Q16521,RAG
28,P105,Q16521,RAG
29,P105,Q23038290,RAG
41,P105,Q16521,RAG
44,P105,Q16521,RAG
42748,P105,Q192691,RAG
256,P105,Q16521,RAG
63,P105,Q16521,RAG
105,P105,Q16521,RAG
249,P105,Q16521,RAG
229,P105,Q16521,RAG
37,P105,Q16521,RAG
64,P105,Q16521,RAG
41,P105,Q16521,RAG
40,P105,Q16521,RAG
32,P105,Q16521,RAG
25,P105,Q16521,RAG
175,P105,Q16521,RAG
43,P105,Q16521,RAG
35,P105,Q23038290,RAG
55,P105,Q16521,RAG
216,P105,Q16521,RAG
66,P105,Q16521,RAG
43,P105,Q16521,RAG
46,P105,Q16521,RAG
26,P105,Q310890,RAG
916,P105,Q16521,RAG
7954,P105,Q23038290,RAG
51,P105,Q16521,RAG
34,P105,Q16521,RAG
23,P105,Q16521,RAG
26,P105,Q16521,RAG
80,P105,Q16521,RAG
51,P105,Q16521,RAG
19,P105,Q16521,RAG
83,P105,Q16521,RAG
23,P105,Q16521,RAG
29,P105,Q16521,RAG
25,P105,Q16521,RAG
47,P105,Q16521,RAG
40,P105,Q16521,RAG
28,P105,Q16521,RAG
45,P105,Q16521,RAG
49,P105,Q16521,RAG
33,P105,Q16521,RAG
137,P105,Q16521,RAG
30,P105,Q16521,RAG
129,P105,Q23038290,RAG
48,P105,Q16521,RAG
337,P105,Q16521,RAG
72,P105,Q16521,RAG
22,P105,Q16521,RAG
42,P105,Q16521,RAG
215,P105,Q23038290,RAG
23,P105,Q16521,RAG
66,P105,Q16521,RAG
41,P105,Q16521,RAG
31,P105,Q16521,RAG
27,P105,Q16521,RAG
165,P105,Q16521,RAG
32,P105,Q16521,RAG
43,P105,Q16521,RAG
174,P105,Q16521,RAG
38,P105,Q16521,RAG
40,P105,Q16521,RAG
37,P105,Q16521,RAG
40,P105,Q16521,RAG
33,P105,Q16521,RAG
20,P105,Q16521,RAG
1835,P105,Q16521,RAG
357,P105,Q16521,RAG
48,P105,Q16521,RAG
45,P105,Q16521,RAG
178,P105,Q16521,RAG
27,P105,Q16521,RAG
63,P105,Q16521,RAG
46,P105,Q16521,RAG
64,P105,Q16521,RAG
772,P105,Q16521,RAG
73,P105,Q16521,RAG
41,P105,Q16521,RAG
45,P105,Q16521,RAG
79,P105,Q16521,RAG
24,P105,Q16521,RAG
32,P105,Q16521,RAG
1761,P105,Q16521,RAG
48,P105,Q16521,RAG
33,P105,Q16521,RAG
79,P105,Q16521,RAG
54,P105,Q16521,RAG
53,P105,Q16521,RAG
308,P105,Q16521,RAG
25,P105,Q16521,RAG
58,P105,Q16521,RAG
20,P105,Q16521,RAG
125,P105,Q23038290,RAG
390,P105,Q16521,RAG
77,P105,Q16521,RAG
28,P105,Q16521,RAG
106,P105,Q16521,RAG
34,P105,Q16521,RAG
94,P105,Q16521,RAG
121,P105,Q16521,RAG
139,P105,Q23038290,RAG
1046,P105,Q16521,RAG
37,P105,Q16521,RAG
47,P105,Q16521,RAG
783,P105,Q23038290,RAG
30,P105,Q16521,RAG
36,P105,Q16521,RAG
38,P105,Q16521,RAG
28,P105,Q16521,RAG
75,P105,Q16521,RAG
53,P105,Q16521,RAG
69,P105,Q16521,RAG
24,P105,Q16521,RAG
30,P105,Q23038290,RAG
66,P105,Q16521,RAG
35,P105,Q16521,RAG
28,P105,Q16521,RAG
43,P105,Q16521,RAG
40,P105,Q16521,RAG
29,P105,Q16521,RAG
29,P105,Q16521,RAG
124,P105,Q16521,RAG
68,P105,Q16521,RAG
167,P105,Q16521,RAG
24,P105,Q16521,RAG
28,P105,Q16521,RAG
40,P105,Q16521,RAG
40,P105,Q16521,RAG
35,P105,Q16521,RAG
72,P105,Q23038290,RAG
36,P105,Q16521,RAG
1290,P105,Q16521,RAG
245,P105,Q16521,RAG
48,P105,Q16521,RAG
70,P105,Q16521,RAG
356,P105,Q16521,RAG
51,P105,Q16521,RAG
40,P105,Q16521,RAG
2352,P105,Q16521,RAG
26,P105,Q16521,RAG
55,P105,Q16521,RAG
83,P105,Q23038290,RAG
428,P105,Q16521,RAG
121,P105,Q23038290,RAG
30,P105,Q16521,RAG
42,P105,Q16521,RAG
39,P105,Q16521,RAG
45,P105,Q16521,RAG
64,P105,Q16521,RAG
22,P105,Q16521,RAG
99,P105,Q23038290,RAG
39,P105,Q16521,RAG
36,P105,Q16521,RAG
40,P105,Q16521,RAG
31,P105,Q16521,RAG
126,P105,Q23038290,RAG
65,P105,Q16521,RAG
32,P105,Q16521,RAG
195,P105,Q16521,RAG
27,P105,Q16521,RAG
6935,P105,Q16521,RAG
35,P105,Q16521,RAG
222,P105,Q16521,RAG
62,P105,Q16521,RAG
29,P105,Q16521,RAG
19,P105,Q16521,RAG
83,P105,Q16521,RAG
29,P105,Q16521,RAG
16789,P105,Q16521,RAG
30,P105,Q16521,RAG
40,P105,Q16521,RAG
29,P105,Q16521,RAG
28,P105,Q16521,RAG
75,P105,Q16521,RAG
68,P105,Q16521,RAG
1559,P105,Q16521,RAG
313,P105,Q16521,RAG
33,P105,Q16521,RAG
29,P105,Q16521,RAG
27,P105,Q16521,RAG
24,P105,Q16521,RAG
607,P105,Q23038290,RAG
33,P105,Q16521,RAG
28,P105,Q16521,RAG
120,P105,Q16521,RAG
3110,P105,Q23038290,RAG
297,P105,Q16521,RAG
66,P105,Q16521,RAG
156,P105,Q23038290,RAG
62,P105,Q16521,RAG
208,P105,Q16521,RAG
61,P105,Q310890,RAG
118,P105,Q16521,RAG
226,P105,Q16521,RAG
64,P105,Q16521,RAG
64,P105,Q16521,RAG
35,P105,Q16521,RAG
77,P105,Q16521,RAG
31,P105,Q16521,RAG
30,P105,Q16521,RAG
32,P105,Q16521,RAG
77,P105,Q16521,RAG
67,P105,Q16521,RAG
59,P105,Q16521,RAG
33,P105,Q16521,RAG
39,P105,Q16521,RAG
39,P105,Q16521,RAG
43,P105,Q16521,RAG
62,P105,Q16521,RAG
134,P105,Q23038290,RAG
28,P105,Q16521,RAG
1039,P105,Q23038290,RAG
66,P105,Q16521,RAG
43,P105,Q16521,RAG
44,P105,Q16521,RAG
12418,P105,Q16521,RAG
40,P105,Q16521,RAG
88,P105,Q16521,RAG
56,P105,Q16521,RAG
32,P105,Q16521,RAG
26,P105,Q16521,RAG
59,P105,Q16521,RAG
37,P105,Q16521,RAG
58,P105,Q16521,RAG
32,P105,Q16521,RAG
26,P105,Q16521,RAG
24,P105,Q16521,RAG
240,P105,Q16521,RAG
147,P105,Q16521,RAG
37,P105,Q16521,RAG
96,P105,Q23038290,RAG
86,P105,Q16521,RAG
187,P105,Q16521,RAG
1809,P105,Q16521,RAG
37,P105,Q16521,RAG
50,P105,Q16521,RAG
33,P105,Q16521,RAG
49,P105,Q16521,RAG
31,P105,Q16521,RAG
30,P105,Q16521,RAG
29,P105,Q16521,RAG
30,P105,Q16521,RAG
65,P105,Q16521,RAG
32,P105,Q16521,RAG
471,P105,Q16521,RAG
69,P105,Q16521,RAG
73,P105,Q16521,RAG
25,P105,Q16521,RAG
58,P105,Q16521,RAG
50,P105,Q16521,RAG
179,P105,Q16521,RAG
81,P105,Q16521,RAG
63,P105,Q16521,RAG
18,P105,Q16521,RAG
58,P105,Q16521,RAG
46,P105,Q16521,RAG
43,P105,Q16521,RAG
87,P105,Q16521,RAG
250,P105,Q23038290,RAG
112,P105,Q23038290,RAG
81,P105,Q23038290,RAG
37,P105,Q16521,RAG
47,P105,Q16521,RAG
463,P105,Q23038290,RAG
42,P105,Q16521,RAG
98,P105,Q16521,RAG
28,P105,Q16521,RAG
445,P105,Q23038290,RAG
52,P105,Q16521,RAG
113,P105,Q16521,RAG
25,P105,Q16521,RAG
37,P105,Q16521,RAG
55,P105,Q16521,RAG
648,P105,Q16521,RAG
45,P105,Q16521,RAG
56,P105,Q16521,RAG
300,P105,Q23038290,RAG
29,P105,Q16521,RAG
24,P105,Q16521,RAG
52,P105,Q16521,RAG
68,P105,Q16521,RAG
128,P105,Q16521,RAG
97,P105,Q16521,RAG
38,P105,Q16521,RAG
89,P105,Q16521,RAG
29,P105,Q16521,RAG
78,P105,Q16521,RAG
156,P105,Q16521,RAG
50,P105,Q16521,RAG
291,P105,Q16521,RAG
39,P105,Q16521,RAG
31,P105,Q16521,RAG
77,P105,Q16521,RAG
20,P105,Q16521,RAG
24,P105,Q16521,RAG
470,P105,Q16521,RAG
42,P105,Q16521,RAG
255,P105,Q16521,RAG
53,P105,Q16521,RAG
256,P105,Q23038290,RAG
38,P105,Q16521,RAG
33,P105,Q16521,RAG
41,P105,Q16521,RAG
893,P105,Q16521,RAG
122,P105,Q16521,RAG
22,P105,Q16521,RAG
2040,P105,Q16521,RAG
103,P105,Q16521,RAG
53,P105,Q16521,RAG
185,P105,Q16521,RAG
485,P105,Q23038290,RAG
220,P105,Q23038290,RAG
69,P105,Q16521,RAG
65,P105,Q23038290,RAG
44,P105,Q16521,RAG
34,P105,Q16521,RAG
38,P105,Q23038290,RAG
33,P105,Q16521,RAG
42,P105,Q16521,RAG
106,P105,Q16521,RAG
6236,P105,Q16521,RAG
185,P105,Q23038290,RAG
1611,P105,Q23038290,RAG
204,P105,Q16521,RAG
50,P105,Q16521,RAG
78,P105,Q16521,RAG
40,P105,Q16521,RAG
25,P105,Q16521,RAG
30,P105,Q16521,RAG
59,P105,Q16521,RAG
51,P105,Q16521,RAG
60,P105,Q16521,RAG
53,P105,Q16521,RAG
79,P105,Q16521,RAG
77,P105,Q23038290,RAG
32,P105,Q16521,RAG
4268,P105,Q16521,RAG
384,P105,Q16521,RAG
67,P105,Q16521,RAG
127,P105,Q16521,RAG
62,P105,Q16521,RAG
75,P105,Q16521,RAG
43,P105,Q16521,RAG
79,P105,Q16521,RAG
41,P105,Q16521,RAG
38,P105,Q16521,RAG
20,P105,Q16521,RAG
27,P105,Q310890,RAG
28,P105,Q16521,RAG
220,P105,Q16521,RAG
81,P105,Q16521,RAG
43,P105,Q16521,RAG
68,P105,Q16521,RAG
140,P105,Q16521,RAG
2138,P105,Q16521,RAG
130,P105,Q16521,RAG
316,P105,Q23038290,RAG
326,P105,Q16521,RAG
23,P105,Q16521,RAG
43,P105,Q16521,RAG
16,P105,Q16521,RAG
27,P105,Q16521,RAG
22,P105,Q16521,RAG
95,P105,Q16521,RAG
159,P105,Q16521,RAG
24,P105,Q310890,RAG
42,P105,Q16521,RAG
30,P105,Q16521,RAG
212,P105,Q16521,RAG
41,P105,Q16521,RAG
126,P105,Q16521,RAG
27,P105,Q16521,RAG
1223,P105,Q16521,RAG
790,P105,Q23038290,RAG
47,P105,Q16521,RAG
61,P105,Q23038290,RAG
31,P105,Q16521,RAG
93,P105,Q16521,RAG
350,P105,Q16521,RAG
20,P105,Q16521,RAG
1059,P105,Q16521,RAG
27,P105,Q16521,RAG
94,P105,Q16521,RAG
131,P105,Q16521,RAG
40,P105,Q16521,RAG
32,P105,Q16521,RAG
77,P105,Q16521,RAG
110,P105,Q16521,RAG
61,P105,Q16521,RAG
78,P105,Q16521,RAG
23,P105,Q16521,RAG
41,P105,Q16521,RAG
31,P105,Q16521,RAG
33,P105,Q310890,RAG
41,P105,Q16521,RAG
117,P105,Q16521,RAG
36,P105,Q16521,RAG
388,P105,Q16521,RAG
36,P105,Q16521,RAG
61,P105,Q16521,RAG
36,P105,Q16521,RAG
78,P105,Q16521,RAG
38,P105,Q16521,RAG
95,P105,Q16521,RAG
35,P105,Q16521,RAG
53,P105,Q16521,RAG
23,P105,Q16521,RAG
92,P105,Q16521,RAG
92,P105,Q16521,RAG
28,P105,Q16521,RAG
18,P105,Q16521,RAG
100,P105,Q16521,RAG
654,P105,Q16521,RAG
99,P105,Q16521,RAG
228,P105,Q16521,RAG
28,P105,Q16521,RAG
90,P105,Q16521,RAG
71,P105,Q16521,RAG
32,P105,Q16521,RAG
41,P105,Q23038290,RAG
9125,P105,Q16521,RAG
83,P105,Q16521,RAG
30,P105,Q16521,RAG
80,P105,Q16521,RAG
166,P105,Q16521,RAG
55,P105,Q16521,RAG
42,P105,Q16521,RAG
25,P105,Q16521,RAG
137,P105,Q23038290,RAG
42,P105,Q16521,RAG
32,P105,Q16521,RAG
25,P105,Q16521,RAG
25,P105,Q16521,RAG
55,P105,Q16521,RAG
59,P105,Q16521,RAG
18,P105,Q16521,RAG
1203,P105,Q23038290,RAG
32,P105,Q16521,RAG
28,P105,Q23038290,RAG
59,P105,Q16521,RAG
189,P105,Q16521,RAG
477,P105,Q16521,RAG
66,P105,Q16521,RAG
311,P105,Q16521,RAG
50,P105,Q16521,RAG
18782,P105,Q16521,RAG
19,P105,Q16521,RAG
56,P105,Q16521,RAG
54,P105,Q16521,RAG
161,P105,Q16521,RAG
152,P105,Q16521,RAG
40,P105,Q16521,RAG
615,P4743,Q726,RAG
1561,P4743,Q726,RAG
373,P4743,Q726,RAG
441,P4743,Q726,RAG
155,P4743,Q726,RAG
80,P4743,Q726,RAG
448,P4743,Q726,RAG
59,P4743,Q726,RAG
684,P4743,Q726,RAG
603,P4743,Q726,RAG
571,P4743,Q726,RAG
1333,P4743,Q726,RAG
669,P4743,Q726,RAG
662,P4743,Q726,RAG
240,P4743,Q726,RAG
80,P4743,Q726,RAG
353,P4743,Q726,RAG
478,P4743,Q726,RAG
673,P4743,Q726,RAG
537,P4743,Q726,RAG
380,P4743,Q726,RAG
277,P4743,Q726,RAG
127,P4743,Q726,RAG
75,P4743,Q726,RAG
2569,P4743,Q726,RAG
790,P4743,Q726,RAG
6443,P4743,Q726,RAG
327,P4743,Q726,RAG
81,P4743,Q726,RAG
271,P4743,Q726,RAG
73,P4743,Q726,RAG
66,P4743,Q726,RAG
538,P4743,Q726,RAG
320,P4743,Q726,RAG
312,P4743,Q726,RAG
75,P4743,Q726,RAG
57,P4743,Q726,RAG
178,P4743,Q726,RAG
834,P4743,Q726,RAG
126,P4743,Q726,RAG
140,P4743,Q726,RAG
51,P4743,Q726,RAG
73,P4743,Q726,RAG
57,P4743,Q726,RAG
9157,P4743,Q726,RAG
51,P4743,Q726,RAG
58,P4743,Q726,RAG
83,P4743,Q726,RAG
269,P4743,Q726,RAG
511,P4743,Q726,RAG
83,P4743,Q726,RAG
346,P4743,Q726,RAG
119,P4743,Q726,RAG
166,P4743,Q726,RAG
100,P4743,Q726,RAG
92,P4743,Q726,RAG
108,P4743,Q726,RAG
46,P4743,Q726,RAG
78,P4743,Q726,RAG
837,P4743,Q726,RAG
152,P4743,Q726,RAG
99,P4743,Q726,RAG
79,P4743,Q726,RAG
5451,P4743,Q726,RAG
105,P4743,Q726,RAG
127,P4743,Q726,RAG
59,P4743,Q726,RAG
84,P4743,Q726,RAG
110,P4743,Q726,RAG
127,P4743,Q726,RAG
112,P4743,Q726,RAG
112,P4743,Q726,RAG
138,P4743,Q726,RAG
87,P4743,Q726,RAG
99,P4743,Q726,RAG
98,P4743,Q726,RAG
128,P4743,Q726,RAG
299,P4743,Q726,RAG
76,P4743,Q726,RAG
120,P4743,Q726,RAG
103,P4743,Q726,RAG
321,P4743,Q726,RAG
135,P4743,Q726,RAG
128,P4743,Q726,RAG
658,P4743,Q726,RAG
69,P4743,Q726,RAG
51,P4743,Q726,RAG
430,P4743,Q726,RAG
137,P4743,Q726,RAG
261,P4743,Q726,RAG
66,P4743,Q726,RAG
62,P4743,Q726,RAG
65,P4743,Q726,RAG
73,P4743,Q726,RAG
228,P4743,Q726,RAG
144,P4743,Q726,RAG
67,P4743,Q726,RAG
79,P4743,Q726,RAG
51,P4743,Q726,RAG
147,P4743,Q726,RAG
104,P4743,Q726,RAG
79,P4743,Q726,RAG
111,P4743,Q726,RAG
126,P4743,Q726,RAG
349,P4743,Q726,RAG
57,P4743,Q726,RAG
1134,P4743,Q726,RAG
106,P4743,Q726,RAG
125,P4743,Q726,RAG
64,P4743,Q726,RAG
85,P4743,Q726,RAG
105,P4743,Q726,RAG
133,P4743,Q726,RAG
71,P4743,Q726,RAG
122,P4743,Q726,RAG
163,P4743,Q726,RAG
209,P4743,Q726,RAG
144,P4743,Q726,RAG
50,P4743,Q726,RAG
233,P4743,Q726,RAG
92,P4743,Q726,RAG
119,P4743,Q726,RAG
130,P4743,Q726,RAG
443,P4743,Q726,RAG
184,P4743,Q726,RAG
112,P4743,Q726,RAG
525,P4743,Q726,RAG
46,P4743,Q726,RAG
112,P4743,Q726,RAG
2223,P4743,Q726,RAG
57,P4743,Q726,RAG
81,P4743,Q726,RAG
136,P4743,Q726,RAG
57,P4743,Q726,RAG
120,P4743,Q726,RAG
291,P4743,Q726,RAG
99,P4743,Q726,RAG
908,P4743,Q726,RAG
172,P4743,Q726,RAG
59,P4743,Q726,RAG
77,P4743,Q726,RAG
167,P4743,Q726,RAG
54,P4743,Q726,RAG
170,P4743,Q726,RAG
146,P4743,Q726,RAG
4870,P4743,Q26401003,RAG
91,P4743,Q726,RAG
91,P4743,Q726,RAG
48,P4743,Q726,RAG
119,P4743,Q726,RAG
953,P4743,Q726,RAG
43,P4743,Q726,RAG
144,P4743,Q726,RAG
134,P4743,Q726,RAG
77,P4743,Q726,RAG
112,P4743,Q726,RAG
90,P4743,Q726,RAG
92,P4743,Q726,RAG
468,P4743,Q726,RAG
57,P4743,Q726,RAG
1180,P4743,Q726,RAG
94,P4743,Q726,RAG
8364,P4743,Q726,RAG
286,P4743,Q726,RAG
161,P4743,Q726,RAG
91,P4743,Q726,RAG
1272,P4743,Q726,RAG
147,P4743,Q726,RAG
83,P4743,Q726,RAG
130,P4743,Q726,RAG
98,P4743,Q726,RAG
84,P4743,Q726,RAG
170,P4743,Q726,RAG
76,P4743,Q726,RAG
2653,P4743,Q726,RAG
133,P4743,Q726,RAG
80,P4743,Q726,RAG
439,P4743,Q726,RAG
75,P4743,Q726,RAG
200,P4743,Q726,RAG
29,P4743,Q726,RAG
105,P4743,Q726,RAG
2634,P4743,Q726,RAG
133,P4743,Q726,RAG
70,P4743,Q726,RAG
1245,P4743,Q726,RAG
470,P4743,Q726,RAG
149,P4743,Q726,RAG
247,P4743,Q726,RAG
90,P4743,Q726,RAG
167,P4743,Q726,RAG
225,P4743,Q726,RAG
91,P4743,Q726,RAG
214,P4743,Q726,RAG
104,P4743,Q726,RAG
152,P4743,Q726,RAG
80,P4743,Q726,RAG
68,P4743,Q726,RAG
76,P4743,Q726,RAG
105,P4743,Q726,RAG
3267,P4743,Q26401003,RAG
119,P4743,Q726,RAG
144,P4743,Q726,RAG
375,P4743,Q726,RAG
75,P4743,Q726,RAG
98,P4743,Q726,RAG
64,P4743,Q726,RAG
124,P4743,Q726,RAG
435,P4743,Q726,RAG
64,P4743,Q726,RAG
141,P4743,Q726,RAG
133,P4743,Q726,RAG
85,P4743,Q726,RAG
146,P4743,Q726,RAG
65,P4743,Q726,RAG
254,P4743,Q726,RAG
130,P4743,Q726,RAG
78,P4743,Q726,RAG
641,P4743,Q726,RAG
76,P4743,Q726,RAG
163,P4743,Q726,RAG
61,P4743,Q726,RAG
176,P4743,Q726,RAG
174,P4743,Q726,RAG
96,P4743,Q726,RAG
105,P4743,Q726,RAG
494,P4743,Q726,RAG
106,P4743,Q726,RAG
461,P4743,Q726,RAG
84,P4743,Q726,RAG
245,P4743,Q726,RAG
73,P4743,Q726,RAG
90,P4743,Q726,RAG
134,P4743,Q726,RAG
1056,P4743,Q726,RAG
59,P4743,Q726,RAG
65,P4743,Q726,RAG
59,P4743,Q726,RAG
134,P4743,Q726,RAG
133,P4743,Q726,RAG
197,P4743,Q726,RAG
220,P4743,Q726,RAG
202,P4743,Q726,RAG
949,P4743,Q726,RAG
140,P4743,Q726,RAG
67,P4743,Q726,RAG
88,P4743,Q726,RAG
212,P4743,Q726,RAG
100,P4743,Q726,RAG
85,P4743,Q726,RAG
118,P4743,Q726,RAG
35,P4743,Q726,RAG
90,P4743,Q726,RAG
50,P4743,Q726,RAG
50,P4743,Q726,RAG
64,P4743,Q726,RAG
203,P4743,Q726,RAG
219,P4743,Q726,RAG
1418,P4743,Q726,RAG
106,P4743,Q726,RAG
885,P4743,Q144,RAG
68,P4743,Q726,RAG
62,P4743,Q726,RAG
125,P4743,Q726,RAG
58,P4743,Q726,RAG
89,P4743,Q726,RAG
153,P4743,Q726,RAG
70,P4743,Q726,RAG
89,P4743,Q726,RAG
98,P4743,Q726,RAG
83,P4743,Q726,RAG
72,P4743,Q726,RAG
78,P4743,Q726,RAG
103,P4743,Q726,RAG
104,P4743,Q726,RAG
167,P4743,Q726,RAG
43,P4743,Q726,RAG
134,P4743,Q726,RAG
433,P4743,Q726,RAG
84,P4743,Q726,RAG
121,P4743,Q726,RAG
74,P4743,Q726,RAG
160,P4743,Q726,RAG
88,P4743,Q726,RAG
64,P4743,Q726,RAG
2403,P4743,Q26401003,RAG
206,P4743,Q726,RAG
94,P4743,Q726,RAG
154,P4743,Q726,RAG
79,P4743,Q726,RAG
41,P4743,Q726,RAG
192,P4743,Q726,RAG
85,P4743,Q726,RAG
218,P4743,Q726,RAG
265,P4743,Q726,RAG
120,P4743,Q726,RAG
260,P4743,Q726,RAG
180,P4743,Q726,RAG
239,P4743,Q726,RAG
318,P4743,Q726,RAG
106,P4743,Q726,RAG
85,P4743,Q726,RAG
68,P4743,Q726,RAG
115,P4743,Q726,RAG
597,P4743,Q726,RAG
190,P4743,Q726,RAG
54,P4743,Q726,RAG
130,P4743,Q726,RAG
89,P4743,Q726,RAG
51,P4743,Q726,RAG
106,P4743,Q726,RAG
74,P4743,Q726,RAG
81,P4743,Q726,RAG
57,P4743,Q726,RAG
122,P4743,Q726,RAG
175,P4743,Q726,RAG
324,P4743,Q726,RAG
120,P4743,Q726,RAG
56,P4743,Q726,RAG
99,P4743,Q726,RAG
116,P4743,Q726,RAG
146,P4743,Q726,RAG
73,P4743,Q726,RAG
49,P4743,Q726,RAG
300,P4743,Q726,RAG
990,P4743,Q726,RAG
112,P4743,Q726,RAG
104,P4743,Q726,RAG
84,P4743,Q726,RAG
89,P4743,Q726,RAG
120,P4743,Q726,RAG
71,P4743,Q726,RAG
112,P4743,Q726,RAG
151,P4743,Q726,RAG
387,P4743,Q726,RAG
160,P4743,Q726,RAG
55,P4743,Q726,RAG
131,P4743,Q726,RAG
100,P4743,Q726,RAG
209,P4743,Q726,RAG
231,P4743,Q726,RAG
392,P4743,Q726,RAG
49,P4743,Q726,RAG
138,P4743,Q726,RAG
333,P4743,Q726,RAG
60,P4743,Q726,RAG
95,P4743,Q726,RAG
371,P4743,Q726,RAG
89,P4743,Q726,RAG
90,P4743,Q726,RAG
102,P4743,Q726,RAG
72,P4743,Q726,RAG
106,P4743,Q726,RAG
78,P4743,Q726,RAG
136,P4743,Q726,RAG
101,P4743,Q726,RAG
62,P4743,Q726,RAG
73,P4743,Q726,RAG
186,P4743,Q726,RAG
45,P4743,Q726,RAG
209,P4743,Q726,RAG
196,P4743,Q726,RAG
76,P4743,Q726,RAG
101,P4743,Q726,RAG
43,P4743,Q726,RAG
169,P4743,Q726,RAG
70,P4743,Q726,RAG
50,P4743,Q726,RAG
127,P4743,Q726,RAG
129,P4743,Q726,RAG
268,P4743,Q726,RAG
36,P4743,Q726,RAG
118,P4743,Q726,RAG
99,P4743,Q726,RAG
62,P4743,Q726,RAG
256,P4743,Q726,RAG
112,P4743,Q726,RAG
112,P4743,Q726,RAG
1055,P4743,Q726,RAG
113,P4743,Q726,RAG
125,P4743,Q726,RAG
67,P4743,Q726,RAG
89,P4743,Q726,RAG
331,P4743,Q726,RAG
131,P4743,Q726,RAG
45,P4743,Q726,RAG
129,P4743,Q726,RAG
171,P4743,Q726,RAG
30,P4743,Q726,RAG
82,P4743,Q726,RAG
106,P4743,Q726,RAG
85,P4743,Q726,RAG
227,P4743,Q144,RAG
54,P4743,Q726,RAG
103,P4743,Q726,RAG
51,P4743,Q726,RAG
151,P4743,Q726,RAG
140,P4743,Q726,RAG
126,P4743,Q726,RAG
214,P4743,Q726,RAG
99,P4743,Q726,RAG
87,P4743,Q726,RAG
59,P4743,Q726,RAG
126,P4743,Q726,RAG
144,P4743,Q726,RAG
49,P4743,Q726,RAG
78,P4743,Q726,RAG
314,P4743,Q726,RAG
135,P4743,Q726,RAG
182,P4743,Q726,RAG
222,P4743,Q726,RAG
85,P4743,Q726,RAG
65,P4743,Q726,RAG
133,P4743,Q726,RAG
108,P4743,Q726,RAG
368,P4743,Q726,RAG
97,P4743,Q726,RAG
266,P4743,Q726,RAG
68,P4743,Q726,RAG
139,P4743,Q726,RAG
228,P4743,Q726,RAG
79,P4743,Q726,RAG
68,P4743,Q726,RAG
51,P4743,Q726,RAG
83,P4743,Q726,RAG
239,P4743,Q726,RAG
122,P4743,Q726,RAG
338,P4743,Q726,RAG
71,P4743,Q726,RAG
480,P4743,Q726,RAG
89,P4743,Q726,RAG
207,P4743,Q726,RAG
147,P4743,Q726,RAG
75,P4743,Q726,RAG
172,P4743,Q726,RAG
395,P4743,Q726,RAG
49,P4743,Q726,RAG
94,P4743,Q726,RAG
147,P4743,Q726,RAG
487,P4743,Q726,RAG
108,P4743,Q726,RAG
142,P4743,Q726,RAG
197,P4743,Q726,RAG
55,P4743,Q726,RAG
108,P4743,Q726,RAG
98,P4743,Q726,RAG
313,P4743,Q726,RAG
142,P4743,Q726,RAG
414,P4743,Q726,RAG
90,P4743,Q726,RAG
59,P4743,Q726,RAG
455,P4743,Q726,RAG
48,P4743,Q726,RAG
459,P4743,Q726,RAG
551,P4743,Q726,RAG
234,P4743,Q726,RAG
60,P4743,Q726,RAG
195,P4743,Q726,RAG
103,P4743,Q726,RAG
53,P4743,Q726,RAG
176,P4743,Q726,RAG
74,P4743,Q726,RAG
43,P4743,Q726,RAG
150,P4743,Q726,RAG
97,P4743,Q726,RAG
168,P4743,Q726,RAG
26,P4743,Q726,RAG
140,P4743,Q726,RAG
162,P4743,Q726,RAG
126,P4743,Q726,RAG
118,P4743,Q726,RAG
210,P4743,Q726,RAG
44,P4743,Q726,RAG
122,P4743,Q726,RAG
109,P4743,Q726,RAG
132,P4743,Q726,RAG
167,P4743,Q726,RAG
579,P4743,Q726,RAG
135,P4743,Q726,RAG
83,P4743,Q726,RAG
221,P4743,Q726,RAG
72,P4743,Q726,RAG
78,P4743,Q726,RAG
226,P4743,Q726,RAG
617,P4743,Q726,RAG
152,P4743,Q726,RAG
318,P4743,Q726,RAG
92,P4743,Q726,RAG
38510,P4743,Q726,RAG
73,P4743,Q726,RAG
